fill	x	y	xmin	xmax	ymin	ymax
#A6A6A6	5	5.5	4.875	5.125	5.375	5.625
#FFFFFF	4	3.75	3.875	4.125	3.625	3.875
#232323	3.25	2	3.125	3.375	1.875	2.125
#FFFFFF	4.75	6.5	4.625	4.875	6.375	6.625
#C6C6C6	4.75	4.5	4.625	4.875	4.375	4.625
#FFFFFF	3.75	3.75	3.625	3.875	3.625	3.875
#FFFFFF	5	6.75	4.875	5.125	6.625	6.875
#FFFFFF	4	3	3.875	4.125	2.875	3.125
#C6C6C6	4	4	3.875	4.125	3.875	4.125
#A6A6A6	3.5	3	3.375	3.625	2.875	3.125
#C6C6C6	4.75	5.25	4.625	4.875	5.125	5.375
#A6A6A6	3.5	2	3.375	3.625	1.875	2.125
#808080	4	3.5	3.875	4.125	3.375	3.625
#FFFFFF	4.5	4.75	4.375	4.625	4.625	4.875
#737373	3.75	3	3.625	3.875	2.875	3.125
#808080	4	3.25	3.875	4.125	3.125	3.375
#C6C6C6	4.5	4.25	4.375	4.625	4.125	4.375
#919191	4.25	4	4.125	4.375	3.875	4.125
#FFFFFF	4.25	4.5	4.125	4.375	4.375	4.625
#737373	3.5	2.25	3.375	3.625	2.125	2.375
#4F4F4F	3	1.5	2.875	3.125	1.375	1.625
#808080	3.75	2.75	3.625	3.875	2.625	2.875
#FFFFFF	4.5	5	4.375	4.625	4.875	5.125
#262626	2.75	1	2.625	2.875	0.875	1.125
#A6A6A6	3.75	2.5	3.625	3.875	2.375	2.625
#FFFFFF	5	6	4.875	5.125	5.875	6.125
#A6A6A6	3.75	3.25	3.625	3.875	3.125	3.375
#808080	3.25	2.25	3.125	3.375	2.125	2.375
#919191	4.25	3.75	4.125	4.375	3.625	3.875
#565656	3	2	2.875	3.125	1.875	2.125
#FFFFFF	3.75	3.5	3.625	3.875	3.375	3.625
#181818	2.5	1	2.375	2.625	0.875	1.125
#FFFFFF	4.75	4.75	4.625	4.875	4.625	4.875
#1B1B1B	2	1	1.875	2.125	0.875	1.125
#A6A6A6	3.5	2.5	3.375	3.625	2.375	2.625
#000000	2.25	1	2.125	2.375	0.875	1.125
#686868	3.25	1.5	3.125	3.375	1.375	1.625
#343434	2.5	1.5	2.375	2.625	1.375	1.625
#C6C6C6	3.25	1	3.125	3.375	0.875	1.125
#686868	2.25	1.5	2.125	2.375	1.375	1.625
#4F4F4F	2.75	1.5	2.625	2.875	1.375	1.625
#FFFFFF	4.25	3.25	4.125	4.375	3.125	3.375
#3E3E3E	2.5	2	2.375	2.625	1.875	2.125
#FFFFFF	3	2.5	2.875	3.125	2.375	2.625
#686868	3	1	2.875	3.125	0.875	1.125
#FFFFFF	4.5	3.75	4.375	4.625	3.625	3.875
#000000	2	0	1.875	2.125	-0.125	0.125
#5E5E5E	2.75	2	2.625	2.875	1.875	2.125
#343434	2.5	0	2.375	2.625	-0.125	0.125
#686868	2.75	0	2.625	2.875	-0.125	0.125
#131313	2.25	0	2.125	2.375	-0.125	0.125
#C6C6C6	3.75	2.25	3.625	3.875	2.125	2.375
#FFFFFF	3.75	2	3.625	3.875	1.875	2.125
#FFFFFF	4.25	3.5	4.125	4.375	3.375	3.625
#FFFFFF	3.5	2.75	3.375	3.625	2.625	2.875
#A6A6A6	3.5	1.5	3.375	3.625	1.375	1.625
#808080	2	1.5	1.875	2.125	1.375	1.625
#919191	2.25	2	2.125	2.375	1.875	2.125
#C6C6C6	3.25	2.5	3.125	3.375	2.375	2.625
#C6C6C6	3	0	2.875	3.125	-0.125	0.125
#808080	2	2	1.875	2.125	1.875	2.125
#FFFFFF	1	0	0.875	1.125	-0.125	0.125
#FFFFFF	3	2.25	2.875	3.125	2.125	2.375
#4F4F4F	1.75	1	1.625	1.875	0.875	1.125
#0E0E0E	1.75	0	1.625	1.875	-0.125	0.125
#FFFFFF	1.75	2	1.625	1.875	1.875	2.125
#2D2D2D	1.5	0	1.375	1.625	-0.125	0.125
#686868	1.5	1	1.375	1.625	0.875	1.125
#3E3E3E	1.25	0	1.125	1.375	-0.125	0.125
#FFFFFF	1.5	1.5	1.375	1.625	1.375	1.625
#FFFFFF	1.75	1.5	1.625	1.875	1.375	1.625
#FFFFFF	1.25	1	1.125	1.375	0.875	1.125
#FFFFFF	0.25	0	0.125	0.375	-0.125	0.125
