x	y	showSelected1
4.89503559745232	5.4594316186373	1
4.03350417294517	3.70043971814109	2
3.27531135454181	2	3
4.79565064929914	6.39231742277876	4
4.64812572155865	4.58496250072116	5
3.85321133450332	3.70043971814109	6
4.91587450285769	6.6724253419715	7
3.14426277376199	2	8
3.96992818942812	3	9
3.15836249209525	2	10
3.96950909859657	3.90689059560852	11
3.4714384073893	3	12
4.78986967564922	5.12928301694497	13
3.41010207664286	2	14
4.11384311893749	3.58496250072116	15
4.55182801119153	4.70043971814109	16
3.79267178914157	3	17
3.88439882555669	3.16992500144231	18
4.50772097668561	4.32192809488736	19
4.2255935481548	3.90689059560852	20
4.31344537042641	4.39231742277876	21
4.4259090126752	4.16992500144231	22
4.05595140532915	3.16992500144231	23
3.84911216618458	3	24
3.55942779975949	3	25
3.48586332959733	2.32192809488736	26
3.10991586302379	1.58496250072116	27
3.79112900072729	2.8073549220576	28
3.65079303965193	2.8073549220576	29
4.80208240775702	5.35755200461808	30
4.60357736815147	4.90689059560852	31
2.79657433321043	1	32
3.21774707326279	2	33
3.71725431276255	3	34
3.66294661433262	2.58496250072116	35
5.04771478151425	5.90689059560852	36
4.07342505674598	3.4594316186373	37
4.33296333593959	4	38
3.26292546933183	2	39
3.24772783290972	2	40
3.48628876096057	2.32192809488736	41
3.7444494574468	3	42
2.80753502806885	1	43
5.03034465591071	5.49185309632968	44
3.38309692994909	2.32192809488736	45
4.93080644920093	5.58496250072116	46
3.93003161495097	3.32192809488736	47
2.84571801796666	1	48
3.81677141233335	2.58496250072116	49
3.80841355140037	3.32192809488736	50
3.26173854735254	2.32192809488736	51
4.3044258958094	4	52
3.16996817399689	2	53
4.2175892149651	3.70043971814109	54
3.85095239979349	2.8073549220576	55
4.22183137748964	3.70043971814109	56
3.08206693428511	2	57
3.16790781000148	2	58
3.71966268301805	3.4594316186373	59
4.18993925492751	3.8073549220576	60
3.96557795791053	4.08746284125034	61
2.44870631990508	1	62
4.10274233614457	3.4594316186373	63
4.18244318595724	3.8073549220576	64
4.73227310570859	4.8073549220576	65
2.11394335230684	1	66
3.48115587082804	2.58496250072116	67
3.89998456254939	3.4594316186373	68
2.98677173426625	1.58496250072116	69
3.86385796188397	3	70
2.84509804001426	1	71
2.29225607135648	1	72
4.65560898576706	4.52356195605701	73
2.42160392686983	1	74
3.21192108430851	1.58496250072116	75
3.61992771029147	2.32192809488736	76
2.62013605497376	1.58496250072116	77
3.27600198996205	1.58496250072116	78
3.13033376849501	1	79
2.34830486304816	1.58496250072116	80
2.91009054559407	1.58496250072116	81
2.73319726510657	1.58496250072116	82
4.16870368024908	3.16992500144231	83
3.21218760440396	2	84
2.39093510710338	2	85
3.08278537031645	2.58496250072116	86
3.04688519083771	1	87
3.35005409357903	2.32192809488736	88
2.77232170672292	1	89
4.46347490996396	3.8073549220576	90
2.09691001300806	0	91
2.87273882747267	1	92
2.80277372529198	2	93
3.85058497635203	3.32192809488736	94
3.1646502159343	2	95
2.07918124604762	1	96
4.30636068286105	4	97
2.60422605308447	0	98
2.93196611472817	1	99
3.48798633112939	2.58496250072116	100
3.38524868240322	2.32192809488736	101
3.72246938588403	2.58496250072116	102
3.2626883443017	1.58496250072116	103
2.81888541459401	0	104
3.33425264233423	2	105
2.3384564936046	0	106
3.66539335027971	2.32192809488736	107
3.68636810347304	2.8073549220576	108
3.25212455250564	2	109
2.87390159786446	1.58496250072116	110
3.14705767102836	2	111
3.81802784185926	2	112
2.96473092105363	1	113
2.09342168516224	0	114
3.67080228426094	2.32192809488736	115
2.32837960343874	0	116
4.27989498001164	3.58496250072116	117
2.06445798922692	0	118
2.29446622616159	0	119
2.4996870826184	1	120
3.50596351801813	2.8073549220576	121
1.93951925261862	0	122
2.74741180788642	1.58496250072116	123
2.41329976408125	1.58496250072116	124
3.49996186559619	1.58496250072116	125
2.41664050733828	0	126
2.6954816764902	1.58496250072116	127
2.66275783168157	1	128
2.09342168516224	1.58496250072116	129
3.40260524191991	2	130
2.22530928172586	2	131
2.6159500516564	1	132
2.15836249209525	1	133
3.21853550521653	2.58496250072116	134
3.61235994796777	3	135
2.65513843481138	1	136
2.92941892571429	1.58496250072116	137
2.3541084391474	1.58496250072116	138
2.11394335230684	1	139
3.93459943821807	3.16992500144231	140
2.15228834438306	1.58496250072116	141
3.4041492492097	2	142
2.68841982200271	0	143
3.52621000384166	2.58496250072116	144
3.00945089579869	1.58496250072116	145
2.75358305889291	0	146
2.98766626492627	0	147
2.17318626841227	0	148
2.42651126136458	2	149
2.45636603312904	1	150
3.86711377983198	3.16992500144231	151
2.86923171973098	2	152
3.36623612371829	2	153
2.39967372148104	1	154
2.23299611039215	2	155
2.21218760440396	0	156
2.78247262416629	1.58496250072116	157
1.89209460269048	1	158
1.92941892571429	2	159
2.54282542695918	1	160
2.60959440922522	1.58496250072116	161
3.04453976039241	2	162
2.34830486304816	0	163
2.54530711646582	0	164
2.54157924394658	1.58496250072116	165
2.63245729218472	1.58496250072116	166
2.49692964807322	1.58496250072116	167
3.23653726148869	2	168
2.19865708695442	1	169
2.92427928606188	0	170
3.41010207664286	1.58496250072116	171
2.93901977644867	2	172
2.19312459835446	1.58496250072116	173
3.40001963506516	1.58496250072116	174
2.02530586526477	0	175
2.72672720902657	1	176
2.06445798922692	1	177
2.54032947479087	0	178
3.91439605212979	3.4594316186373	179
3.56549362986886	2.32192809488736	180
2.38381536598043	0	181
0.903089986991944	0	182
2.61804809671209	0	183
2.37291200297011	1	184
2.57170883180869	2	185
3.20493352235415	2	186
3.69240623483363	2.8073549220576	187
2.54282542695918	1.58496250072116	188
3.0265332645233	2.32192809488736	189
3.33485568961729	1.58496250072116	190
2.40312052117582	2	191
2.39093510710338	1	192
2.2148438480477	1	193
2.36735592102602	0	194
3.2137832993353	1.58496250072116	195
2.78532983501077	1	196
2.43775056282039	1.58496250072116	197
2.57287160220048	1.58496250072116	198
2.15228834438306	0	199
2.73399928653839	1	200
3.15411952551585	2.32192809488736	201
3.18069920129603	2.32192809488736	202
2.7160033436348	2	203
2.61909333062674	0	204
1.88081359228079	0	205
1.84509804001426	1	206
3.11494441571258	2	207
2.39093510710338	2	208
2.32014628611105	1	209
1.70757017609794	0	210
2.38560627359831	2	211
2.30749603791321	1	212
2.1846914308176	1	213
1.94939000664491	0	214
2.41161970596323	0	215
2.83058866868514	0	216
3.13385812520334	1.58496250072116	217
2.82216807936802	1	218
2.05307844348342	0	219
2.60638136511061	1.58496250072116	220
1.8750612633917	1	221
1.68124123737559	0	222
2.13672056715641	1	223
2.02118929906994	0	224
2.61489721603313	1.58496250072116	225
2.08635983067475	0	226
2.21748394421391	1	227
2.40483371661994	1	228
2.50105926221775	0	229
2.70671778233676	2	230
2.40483371661994	1	231
1.83884909073726	0	232
2.82477646247555	2	233
1.98227123303957	2	234
1.81954393554187	2	235
2.65321251377534	1.58496250072116	236
2.79448804665917	1	237
1.69897000433602	0	238
1.50514997831991	0	239
1.63346845557959	1	240
1.66275783168157	1	241
2.64738297011462	2	242
2.59328606702046	1	243
2.09342168516224	0	244
2.29885307640971	0	245
1.66275783168157	0	246
2.3541084391474	1	247
2.23299611039215	1	248
1.96848294855394	1	249
2.29003461136252	1	250
