fill	x	y	xmin	xmax	ymin	ymax
#111111	0	0	-0.125	0.125	-2.5	2.5
#0E0E0E	-0.25	0	-0.375	-0.125	-2.5	2.5
#171717	-0.5	0	-0.625	-0.375	-2.5	2.5
#747474	-0.5	5	-0.625	-0.375	2.5	7.5
#808080	-1	5	-1.125	-0.875	2.5	7.5
#C7C7C7	-1.5	10	-1.625	-1.375	7.5	12.5
#777777	-0.75	5	-0.875	-0.625	2.5	7.5
#161616	-0.75	0	-0.875	-0.625	-2.5	2.5
#000000	0.25	0	0.125	0.375	-2.5	2.5
#1A1A1A	0.75	0	0.625	0.875	-2.5	2.5
#161616	0.5	0	0.375	0.625	-2.5	2.5
#1A1A1A	1	0	0.875	1.125	-2.5	2.5
#313131	-1.5	0	-1.625	-1.375	-2.5	2.5
#262626	-1	0	-1.125	-0.875	-2.5	2.5
#303030	1.25	0	1.125	1.375	-2.5	2.5
#252525	-1.25	0	-1.375	-1.125	-2.5	2.5
#878787	-1.75	5	-1.875	-1.625	2.5	7.5
#808080	1.75	5	1.625	1.875	2.5	7.5
#2A2A2A	1.5	0	1.375	1.625	-2.5	2.5
#373737	1.75	0	1.625	1.875	-2.5	2.5
#4C4C4C	-2	0	-2.125	-1.875	-2.5	2.5
#171717	-1.75	0	-1.875	-1.625	-2.5	2.5
#7E7E7E	1.5	5	1.375	1.625	2.5	7.5
#181818	2	0	1.875	2.125	-2.5	2.5
#616161	2.5	0	2.375	2.625	-2.5	2.5
#2A2A2A	2.75	0	2.625	2.875	-2.5	2.5
#565656	-2.25	0	-2.375	-2.125	-2.5	2.5
#989898	4.75	5	4.625	4.875	2.5	7.5
#545454	2.25	0	2.125	2.375	-2.5	2.5
#6D6D6D	-2.75	0	-2.875	-2.625	-2.5	2.5
#494949	-3.5	0	-3.625	-3.375	-2.5	2.5
#4C4C4C	3.75	0	3.625	3.875	-2.5	2.5
#393939	-3	0	-3.125	-2.875	-2.5	2.5
#686868	-4	0	-4.125	-3.875	-2.5	2.5
#757575	-4.25	0	-4.375	-4.125	-2.5	2.5
#5D5D5D	4	0	3.875	4.125	-2.5	2.5
#282828	-2.5	0	-2.625	-2.375	-2.5	2.5
#3C3C3C	3.25	0	3.125	3.375	-2.5	2.5
#585858	-3.75	0	-3.875	-3.625	-2.5	2.5
#878787	-1.25	5	-1.375	-1.125	2.5	7.5
#686868	4.25	0	4.125	4.375	-2.5	2.5
#9B9B9B	-4.75	5	-4.875	-4.625	2.5	7.5
#8D8D8D	-2.25	5	-2.375	-2.125	2.5	7.5
#8B8B8B	2.25	5	2.125	2.375	2.5	7.5
#808080	-4.5	0	-4.625	-4.375	-2.5	2.5
#808080	1.25	5	1.125	1.375	2.5	7.5
#868686	2	5	1.875	2.125	2.5	7.5
#989898	3.25	5	3.125	3.375	2.5	7.5
#BABABA	3.5	5	3.375	3.625	2.5	7.5
#9F9F9F	-2.75	5	-2.875	-2.625	2.5	7.5
#9D9D9D	-2.5	5	-2.625	-2.375	2.5	7.5
#B7B7B7	-5	5	-5.125	-4.875	2.5	7.5
#898989	4.5	0	4.375	4.625	-2.5	2.5
#878787	-2	5	-2.125	-1.875	2.5	7.5
#A0A0A0	2.5	5	2.375	2.625	2.5	7.5
#7B7B7B	3	0	2.875	3.125	-2.5	2.5
#787878	1	5	0.875	1.125	2.5	7.5
#878787	-1.5	5	-1.625	-1.375	2.5	7.5
#737373	0.5	5	0.375	0.625	2.5	7.5
#707070	0.75	5	0.625	0.875	2.5	7.5
